
Number_of_faces, is_tallking, Mentioned_App1, Mentioned_App2, Mentioned_App3,num_user_manual_override_App1, num_user_manual_override_App2, num_user_manual_override_App3

0, False, False, False, False, 0, 0, 0
0, False, False, False, False, 0, 0, 0
0, False, False, False, False, 0, 0, 0
